flight_id,flight_number,aircraft_id,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,flight_status,created_at,updated_at
FL00308,UA3712,AC0036,GUE,ZBQ,2023-10-16 06:39:00,2023-10-16 11:39:00,2023-10-16 06:39:00,2023-10-16 11:39:00,Delayed,2020-03-29,2022-05-01
FL00309,DL2257,AC0050,YXX,SYI,2023-09-19 23:40:00,2023-09-20 10:40:00,2023-09-19 23:40:00,2023-09-20 10:40:00,Delayed,2022-07-14,2022-04-04
FL00310,BA6577,AC0039,WUE,YWA,2023-04-08 05:15:00,2023-04-08 09:15:00,2023-04-08 05:15:00,2023-04-08 09:15:00,Delayed,2022-05-27,2022-07-12
FL00311,BA7732,AC0033,VRJ,WUE,2023-03-20 02:52:00,2023-03-20 04:52:00,2023-03-20 02:52:00,2023-03-20 04:52:00,Delayed,2020-08-04,2022-06-18
FL00312,UA8533,AC0031,BHO,DWY,2023-02-24 00:37:00,2023-02-24 07:37:00,2023-02-24 00:37:00,2023-02-24 07:37:00,Delayed,2020-07-22,2022-03-22
FL00313,LH5357,AC0010,BMW,CZS,2023-10-12 02:23:00,2023-10-12 08:23:00,2023-10-12 02:23:00,2023-10-12 08:23:00,On Time,2020-01-31,2022-02-07
FL00314,UA6146,AC0032,SYI,NAN,2023-09-29 00:08:00,2023-09-29 05:08:00,2023-09-29 00:08:00,2023-09-29 05:08:00,Delayed,2021-10-17,2022-07-07
FL00315,AA1386,AC0018,AJF,RYZ,2023-11-19 06:16:00,2023-11-19 07:16:00,,,Cancelled,2021-04-19,2022-02-21
FL00316,DL8135,AC0014,YXX,MZY,2023-05-08 06:57:00,2023-05-08 14:57:00,2023-05-08 06:57:00,2023-05-08 14:57:00,On Time,2022-06-18,2022-05-24
FL00317,DL4660,AC0023,NRQ,GUE,2023-06-16 12:14:00,2023-06-16 19:14:00,2023-06-16 12:14:00,2023-06-16 19:14:00,Delayed,2020-08-14,2022-07-27
FL00318,UA5698,AC0012,DZJ,PFA,2023-07-03 05:51:00,2023-07-03 16:51:00,2023-07-03 05:51:00,2023-07-03 16:51:00,On Time,2022-04-30,2022-03-02
FL00319,UA3779,AC0040,EPT,ZBQ,2023-04-16 10:44:00,2023-04-16 21:44:00,2023-04-16 10:44:00,2023-04-16 21:44:00,On Time,2020-02-28,2022-08-12
FL00320,AA9266,AC0041,UPD,EXJ,2023-07-05 04:44:00,2023-07-05 12:44:00,2023-07-05 04:44:00,2023-07-05 12:44:00,Delayed,2021-01-12,2022-02-04
FL00321,AA127,AC0003,WUE,YQQ,2023-09-28 21:04:00,2023-09-28 22:04:00,2023-09-28 21:04:00,2023-09-28 22:04:00,On Time,2020-07-15,2022-05-11
FL00322,BA8771,AC0017,GIS,NPC,2023-05-10 04:14:00,2023-05-10 14:14:00,2023-05-10 04:14:00,2023-05-10 14:14:00,On Time,2021-10-09,2022-01-26
FL00323,AA6229,AC0018,WUE,PFA,2023-12-13 09:30:00,2023-12-13 10:30:00,2023-12-13 09:30:00,2023-12-13 10:30:00,On Time,2022-10-11,2022-09-10
FL00324,AA4188,AC0017,AGZ,GUE,2023-07-13 02:50:00,2023-07-13 09:50:00,2023-07-13 02:50:00,2023-07-13 09:50:00,On Time,2021-11-09,2022-08-09
FL00325,LH5776,AC0020,BMW,WTQ,2023-01-18 05:07:00,2023-01-18 06:07:00,2023-01-18 05:07:00,2023-01-18 06:07:00,Delayed,2021-08-16,2022-12-04
FL00326,BA1411,AC0031,DZJ,FWE,2023-02-15 21:26:00,2023-02-16 09:26:00,2023-02-15 21:26:00,2023-02-16 09:26:00,On Time,2022-03-15,2022-10-11
FL00327,DL385,AC0043,TJS,CZS,2023-10-28 03:31:00,2023-10-28 08:31:00,2023-10-28 03:31:00,2023-10-28 08:31:00,On Time,2020-12-13,2022-08-24
FL00328,BA1921,AC0018,PFA,SYI,2023-02-17 08:30:00,2023-02-17 19:30:00,2023-02-17 08:30:00,2023-02-17 19:30:00,On Time,2021-02-01,2022-03-09
FL00329,DL9556,AC0025,FJK,JEE,2023-11-23 10:26:00,2023-11-23 21:26:00,2023-11-23 10:26:00,2023-11-23 21:26:00,Delayed,2020-01-10,2022-07-04
FL00330,LH5815,AC0041,LTH,XYK,2023-02-21 14:08:00,2023-02-21 22:08:00,2023-02-21 14:08:00,2023-02-21 22:08:00,On Time,2022-04-06,2022-11-05
FL00331,AA1415,AC0013,UIA,YLS,2023-02-25 05:14:00,2023-02-25 13:14:00,,,Cancelled,2021-01-05,2022-01-25
FL00332,UA9786,AC0043,OFX,EPT,2023-09-04 21:36:00,2023-09-05 07:36:00,2023-09-04 21:36:00,2023-09-05 07:36:00,Delayed,2021-06-25,2022-03-04
FL00333,UA1828,AC0044,GUE,PFA,2023-09-04 15:00:00,2023-09-05 00:00:00,2023-09-04 15:00:00,2023-09-05 00:00:00,On Time,2020-01-25,2022-04-11
FL00334,DL3570,AC0021,MHM,BRC,2023-04-17 10:58:00,2023-04-17 20:58:00,2023-04-17 10:58:00,2023-04-17 20:58:00,Delayed,2020-01-28,2022-11-24
FL00335,BA730,AC0049,UIA,LTH,2023-02-19 03:19:00,2023-02-19 12:19:00,2023-02-19 03:19:00,2023-02-19 12:19:00,Delayed,2020-05-28,2022-02-27
FL00336,LH7014,AC0006,VXN,VKZ,2023-10-27 06:41:00,2023-10-27 18:41:00,2023-10-27 06:41:00,2023-10-27 18:41:00,On Time,2020-01-17,2022-09-20
FL00337,LH5410,AC0036,TJS,EGA,2023-10-17 12:43:00,2023-10-17 22:43:00,2023-10-17 12:43:00,2023-10-17 22:43:00,On Time,2021-02-23,2022-03-10
FL00338,LH928,AC0026,MZY,NPC,2023-07-01 13:10:00,2023-07-01 14:10:00,2023-07-01 13:10:00,2023-07-01 14:10:00,Delayed,2021-09-03,2022-05-06
FL00339,BA3814,AC0046,HZP,XYK,2023-06-09 15:26:00,2023-06-09 21:26:00,2023-06-09 15:26:00,2023-06-09 21:26:00,Delayed,2020-11-27,2022-11-04
FL00340,DL9175,AC0033,BMW,FJK,2023-01-17 07:48:00,2023-01-17 18:48:00,2023-01-17 07:48:00,2023-01-17 18:48:00,Delayed,2022-01-15,2022-01-21
FL00341,UA1695,AC0034,WUE,XYK,2023-04-10 21:20:00,2023-04-11 08:20:00,2023-04-10 21:20:00,2023-04-11 08:20:00,Delayed,2021-04-19,2022-11-11
FL00342,LH7175,AC0050,EXJ,NRQ,2023-03-17 15:52:00,2023-03-17 18:52:00,2023-03-17 15:52:00,2023-03-17 18:52:00,Delayed,2021-07-08,2022-08-04
FL00343,LH8013,AC0042,DWY,PFA,2023-04-11 19:19:00,2023-04-12 00:19:00,2023-04-11 19:19:00,2023-04-12 00:19:00,Delayed,2022-08-11,2022-10-23
FL00344,BA132,AC0032,YQQ,FWE,2023-08-26 00:09:00,2023-08-26 06:09:00,,,Cancelled,2022-02-16,2022-10-11
FL00345,AA6457,AC0010,OFX,EEF,2023-09-18 20:32:00,2023-09-18 22:32:00,2023-09-18 20:32:00,2023-09-18 22:32:00,On Time,2021-11-05,2022-04-21
FL00346,LH6420,AC0019,JEE,VRJ,2023-01-16 11:42:00,2023-01-16 12:42:00,2023-01-16 11:42:00,2023-01-16 12:42:00,On Time,2021-03-31,2022-06-02
FL00347,DL5589,AC0022,NPC,IPW,2023-11-29 04:49:00,2023-11-29 10:49:00,,,Cancelled,2022-05-18,2022-05-19
FL00348,UA1358,AC0026,GIS,SYI,2023-12-12 14:13:00,2023-12-12 20:13:00,2023-12-12 14:13:00,2023-12-12 20:13:00,Delayed,2022-10-27,2022-06-19
FL00349,DL7381,AC0046,HZP,UIA,2023-06-11 14:44:00,2023-06-11 17:44:00,2023-06-11 14:44:00,2023-06-11 17:44:00,On Time,2021-06-06,2022-08-24
FL00350,DL9791,AC0037,NPC,MZY,2023-12-26 13:40:00,2023-12-27 00:40:00,2023-12-26 13:40:00,2023-12-27 00:40:00,Delayed,2021-08-03,2022-04-30
FL00351,UA6984,AC0019,JEE,HZP,2023-02-13 14:38:00,2023-02-13 20:38:00,2023-02-13 14:38:00,2023-02-13 20:38:00,Delayed,2022-03-30,2022-09-06
FL00352,LH3901,AC0006,JMW,WUE,2023-05-26 19:23:00,2023-05-27 04:23:00,2023-05-26 19:23:00,2023-05-27 04:23:00,On Time,2022-07-22,2022-07-29
FL00353,LH8571,AC0036,RYZ,YXX,2023-05-22 01:26:00,2023-05-22 13:26:00,2023-05-22 01:26:00,2023-05-22 13:26:00,On Time,2020-12-04,2022-03-09
FL00354,UA9159,AC0002,VKZ,HZP,2023-10-15 03:44:00,2023-10-15 11:44:00,2023-10-15 03:44:00,2023-10-15 11:44:00,On Time,2022-02-24,2022-10-30
FL00355,DL7111,AC0018,JEE,VKZ,2023-03-23 07:09:00,2023-03-23 09:09:00,2023-03-23 07:09:00,2023-03-23 09:09:00,Delayed,2022-11-16,2022-09-12
FL00356,LH3405,AC0031,YXX,JMW,2023-11-08 20:10:00,2023-11-09 00:10:00,2023-11-08 20:10:00,2023-11-09 00:10:00,Delayed,2021-04-09,2022-01-14
FL00357,UA2514,AC0017,SYI,WUE,2023-12-27 09:10:00,2023-12-27 12:10:00,2023-12-27 09:10:00,2023-12-27 12:10:00,On Time,2020-01-16,2022-05-22
FL00358,BA2135,AC0026,FWE,HZP,2023-09-24 12:21:00,2023-09-24 23:21:00,2023-09-24 12:21:00,2023-09-24 23:21:00,On Time,2021-08-24,2022-02-10
FL00359,UA3968,AC0020,XYK,XIL,2023-02-26 14:12:00,2023-02-26 17:12:00,2023-02-26 14:12:00,2023-02-26 17:12:00,On Time,2020-02-13,2022-10-29
FL00360,BA490,AC0049,FJK,YLS,2023-04-19 19:48:00,2023-04-20 07:48:00,2023-04-19 19:48:00,2023-04-20 07:48:00,On Time,2021-12-24,2022-09-26
FL00361,UA6037,AC0041,WTQ,OFX,2023-03-24 03:32:00,2023-03-24 14:32:00,2023-03-24 03:32:00,2023-03-24 14:32:00,Delayed,2022-06-18,2022-06-17
FL00362,AA5593,AC0045,JEE,DWY,2023-06-06 16:56:00,2023-06-07 02:56:00,2023-06-06 16:56:00,2023-06-07 02:56:00,Delayed,2020-11-07,2022-11-13
FL00363,LH1497,AC0014,NPC,UPD,2023-09-05 09:07:00,2023-09-05 13:07:00,,,Cancelled,2020-06-22,2022-04-03
FL00364,DL7649,AC0030,NPC,XYK,2023-11-24 21:48:00,2023-11-25 04:48:00,2023-11-24 21:48:00,2023-11-25 04:48:00,Delayed,2020-09-14,2022-01-14
FL00365,DL9554,AC0012,YQQ,JEE,2023-09-27 18:39:00,2023-09-28 03:39:00,2023-09-27 18:39:00,2023-09-28 03:39:00,On Time,2021-11-25,2022-01-16
FL00366,LH522,AC0004,GIS,BMW,2023-01-09 05:46:00,2023-01-09 09:46:00,2023-01-09 05:46:00,2023-01-09 09:46:00,Delayed,2022-10-08,2022-08-19
FL00367,LH5954,AC0044,GIS,DWY,2023-03-25 23:56:00,2023-03-26 01:56:00,,,Cancelled,2022-12-08,2022-09-30
FL00368,AA877,AC0003,BMW,EXJ,2023-09-04 21:17:00,2023-09-05 01:17:00,2023-09-04 21:17:00,2023-09-05 01:17:00,Delayed,2022-08-16,2022-02-03
FL00369,UA9648,AC0007,BMW,MZY,2023-10-06 10:01:00,2023-10-06 15:01:00,,,Cancelled,2022-02-06,2022-08-29
FL00370,UA9696,AC0024,MHM,DWY,2023-03-04 04:27:00,2023-03-04 06:27:00,2023-03-04 04:27:00,2023-03-04 06:27:00,Delayed,2021-04-30,2022-06-29
FL00371,BA2602,AC0018,INO,OFX,2023-07-18 03:51:00,2023-07-18 06:51:00,2023-07-18 03:51:00,2023-07-18 06:51:00,On Time,2021-10-27,2022-09-05
FL00372,UA758,AC0039,JEE,OFX,2023-03-30 22:33:00,2023-03-31 05:33:00,2023-03-30 22:33:00,2023-03-31 05:33:00,On Time,2021-03-09,2022-10-09
FL00373,LH5086,AC0025,GIS,UPD,2023-03-12 17:42:00,2023-03-12 19:42:00,2023-03-12 17:42:00,2023-03-12 19:42:00,Delayed,2021-12-16,2022-08-17
FL00374,AA7506,AC0022,FJK,VRJ,2023-08-10 20:19:00,2023-08-11 07:19:00,2023-08-10 20:19:00,2023-08-11 07:19:00,Delayed,2020-03-09,2022-02-19
FL00375,AA9685,AC0002,IPW,OFX,2023-05-27 17:07:00,2023-05-27 20:07:00,2023-05-27 17:07:00,2023-05-27 20:07:00,Delayed,2021-09-22,2022-08-31
FL00376,DL2713,AC0031,BRC,UIA,2023-05-08 16:50:00,2023-05-08 22:50:00,,,Cancelled,2022-03-24,2022-08-28
FL00377,BA5731,AC0031,EXJ,MCQ,2023-05-07 07:55:00,2023-05-07 10:55:00,2023-05-07 07:55:00,2023-05-07 10:55:00,On Time,2020-09-17,2022-03-20
FL00378,LH7279,AC0004,GUE,TJS,2023-07-03 09:40:00,2023-07-03 13:40:00,2023-07-03 09:40:00,2023-07-03 13:40:00,Delayed,2021-05-02,2022-01-03
FL00379,AA1607,AC0049,BHO,NPC,2023-08-04 08:29:00,2023-08-04 13:29:00,2023-08-04 08:29:00,2023-08-04 13:29:00,Delayed,2021-09-21,2022-03-10
FL00380,BA5252,AC0015,BHO,SYI,2023-07-20 02:47:00,2023-07-20 11:47:00,2023-07-20 02:47:00,2023-07-20 11:47:00,Delayed,2020-12-14,2022-03-22
FL00381,LH2096,AC0003,BMW,YQQ,2023-07-30 08:46:00,2023-07-30 17:46:00,2023-07-30 08:46:00,2023-07-30 17:46:00,On Time,2022-11-05,2022-01-10
FL00382,BA9831,AC0033,SYI,VXN,2023-02-26 13:17:00,2023-02-26 20:17:00,2023-02-26 13:17:00,2023-02-26 20:17:00,On Time,2020-07-29,2022-05-07
FL00383,LH8600,AC0045,YQQ,JEE,2023-08-13 17:08:00,2023-08-13 23:08:00,2023-08-13 17:08:00,2023-08-13 23:08:00,On Time,2020-12-04,2022-01-06
FL00384,AA4823,AC0020,FUN,MKO,2023-09-09 06:26:00,2023-09-09 18:26:00,2023-09-09 06:26:00,2023-09-09 18:26:00,Delayed,2022-11-10,2022-03-23
FL00385,DL9518,AC0033,HZP,MKO,2023-09-13 08:19:00,2023-09-13 19:19:00,2023-09-13 08:19:00,2023-09-13 19:19:00,Delayed,2022-05-27,2022-11-03
FL00386,LH2333,AC0025,EXJ,HZP,2023-05-17 23:11:00,2023-05-18 04:11:00,2023-05-17 23:11:00,2023-05-18 04:11:00,On Time,2020-11-28,2022-02-11
FL00387,BA3703,AC0031,TJS,YLS,2023-10-20 20:08:00,2023-10-21 06:08:00,2023-10-20 20:08:00,2023-10-21 06:08:00,On Time,2021-12-14,2022-09-13
FL00388,AA8186,AC0011,IPW,GIS,2023-07-18 21:20:00,2023-07-19 07:20:00,2023-07-18 21:20:00,2023-07-19 07:20:00,On Time,2022-01-02,2022-01-21
FL00389,DL1100,AC0003,BHO,JEE,2023-10-08 18:08:00,2023-10-08 23:08:00,2023-10-08 18:08:00,2023-10-08 23:08:00,On Time,2020-04-06,2022-01-23
FL00390,BA5793,AC0005,ZBQ,FUN,2023-12-23 10:41:00,2023-12-23 17:41:00,2023-12-23 10:41:00,2023-12-23 17:41:00,On Time,2020-11-10,2022-08-20
FL00391,DL9574,AC0016,WUE,MHM,2023-12-25 23:03:00,2023-12-26 10:03:00,2023-12-25 23:03:00,2023-12-26 10:03:00,Delayed,2020-06-16,2022-05-01
FL00392,AA1736,AC0036,FWE,YQQ,2023-03-15 06:11:00,2023-03-15 12:11:00,2023-03-15 06:11:00,2023-03-15 12:11:00,Delayed,2020-01-05,2022-09-28
FL00393,UA6944,AC0019,VKZ,IPW,2023-06-19 17:02:00,2023-06-20 04:02:00,2023-06-19 17:02:00,2023-06-20 04:02:00,Delayed,2020-09-23,2022-05-30
FL00394,BA3751,AC0021,YWA,YXX,2023-03-14 04:16:00,2023-03-14 13:16:00,2023-03-14 04:16:00,2023-03-14 13:16:00,Delayed,2020-05-15,2022-08-26
FL00395,DL1093,AC0019,UPD,RYZ,2023-05-07 08:00:00,2023-05-07 10:00:00,2023-05-07 08:00:00,2023-05-07 10:00:00,On Time,2020-12-27,2022-04-30
FL00396,BA6949,AC0047,AJF,DZJ,2023-12-18 21:47:00,2023-12-19 01:47:00,2023-12-18 21:47:00,2023-12-19 01:47:00,Delayed,2022-02-09,2022-10-24
FL00397,DL3623,AC0021,OFX,BRC,2023-05-14 16:43:00,2023-05-15 04:43:00,2023-05-14 16:43:00,2023-05-15 04:43:00,Delayed,2022-09-06,2022-07-05
FL00398,DL2784,AC0030,TJS,AJF,2023-02-10 06:37:00,2023-02-10 17:37:00,2023-02-10 06:37:00,2023-02-10 17:37:00,Delayed,2021-02-03,2022-07-07
FL00399,LH2909,AC0027,WUE,BMW,2023-10-17 10:23:00,2023-10-17 13:23:00,2023-10-17 10:23:00,2023-10-17 13:23:00,Delayed,2020-03-16,2022-06-24
FL00400,LH1279,AC0016,YLS,GUE,2023-02-10 00:43:00,2023-02-10 03:43:00,2023-02-10 00:43:00,2023-02-10 03:43:00,Delayed,2020-09-22,2022-02-21
FL00401,DL6918,AC0038,FJK,WTQ,2023-06-12 03:26:00,2023-06-12 13:26:00,2023-06-12 03:26:00,2023-06-12 13:26:00,On Time,2021-06-15,2022-06-24
FL00402,UA8978,AC0034,GIS,LTH,2023-07-16 08:03:00,2023-07-16 11:03:00,2023-07-16 08:03:00,2023-07-16 11:03:00,Delayed,2022-12-15,2022-11-18
FL00403,BA1229,AC0009,EEF,FWE,2023-01-31 16:29:00,2023-01-31 19:29:00,2023-01-31 16:29:00,2023-01-31 19:29:00,Delayed,2021-03-21,2022-10-13
FL00404,UA1294,AC0042,WTQ,BHO,2023-04-21 13:42:00,2023-04-21 17:42:00,2023-04-21 13:42:00,2023-04-21 17:42:00,Delayed,2022-01-12,2022-09-17
FL00405,AA7846,AC0038,VKZ,VRJ,2023-10-15 00:50:00,2023-10-15 04:50:00,2023-10-15 00:50:00,2023-10-15 04:50:00,On Time,2021-07-20,2022-12-29
FL00406,AA7993,AC0015,IPW,EGA,2023-03-27 17:36:00,2023-03-27 19:36:00,2023-03-27 17:36:00,2023-03-27 19:36:00,Delayed,2020-02-02,2022-09-06
FL00407,BA2605,AC0029,RYZ,PFA,2023-04-06 21:56:00,2023-04-07 04:56:00,2023-04-06 21:56:00,2023-04-07 04:56:00,Delayed,2021-03-23,2022-09-18
FL00408,AA970,AC0012,MKO,BRC,2023-07-10 17:28:00,2023-07-11 00:28:00,,,Cancelled,2022-10-04,2022-10-25
FL00409,DL4703,AC0041,EPT,GIS,2023-02-07 12:53:00,2023-02-07 20:53:00,2023-02-07 12:53:00,2023-02-07 20:53:00,Delayed,2022-06-15,2022-05-10
FL00410,LH5617,AC0006,AJF,XYK,2023-01-27 19:10:00,2023-01-27 23:10:00,2023-01-27 19:10:00,2023-01-27 23:10:00,Delayed,2021-10-29,2022-09-17
FL00411,AA2455,AC0042,GUE,NAN,2023-01-07 19:44:00,2023-01-08 00:44:00,,,Cancelled,2022-07-04,2022-10-11
FL00412,AA2662,AC0026,YXX,DZJ,2023-01-26 19:44:00,2023-01-27 01:44:00,,,Cancelled,2020-01-06,2022-01-19
FL00413,AA7135,AC0022,BMW,XYK,2023-03-27 12:00:00,2023-03-27 23:00:00,2023-03-27 12:00:00,2023-03-27 23:00:00,Delayed,2022-11-10,2022-09-03
FL00414,LH2878,AC0037,FJK,VXN,2023-07-19 02:48:00,2023-07-19 05:48:00,2023-07-19 02:48:00,2023-07-19 05:48:00,On Time,2021-08-12,2022-02-19
FL00415,UA8031,AC0006,GIS,YWA,2023-10-31 02:38:00,2023-10-31 09:38:00,2023-10-31 02:38:00,2023-10-31 09:38:00,Delayed,2021-11-10,2022-12-18
FL00416,BA2821,AC0032,CZS,FWE,2023-11-21 11:42:00,2023-11-21 19:42:00,2023-11-21 11:42:00,2023-11-21 19:42:00,On Time,2021-05-14,2022-06-11
FL00417,AA8609,AC0008,INO,XIL,2023-10-16 01:24:00,2023-10-16 11:24:00,2023-10-16 01:24:00,2023-10-16 11:24:00,Delayed,2020-08-08,2022-02-15
FL00418,UA5995,AC0015,DWY,SYI,2023-01-28 12:59:00,2023-01-28 21:59:00,,,Cancelled,2022-11-18,2022-10-03
FL00419,AA3836,AC0039,OFX,GIS,2023-10-01 16:54:00,2023-10-01 23:54:00,2023-10-01 16:54:00,2023-10-01 23:54:00,On Time,2021-07-31,2022-05-21
FL00420,AA6567,AC0003,GIS,XYK,2023-12-16 00:02:00,2023-12-16 08:02:00,2023-12-16 00:02:00,2023-12-16 08:02:00,On Time,2022-04-07,2022-05-07
FL00421,AA6150,AC0008,UPD,WUE,2023-06-19 21:27:00,2023-06-20 05:27:00,2023-06-19 21:27:00,2023-06-20 05:27:00,Delayed,2020-09-17,2022-09-02
FL00422,BA4186,AC0048,UPD,NAN,2023-04-29 22:24:00,2023-04-29 23:24:00,2023-04-29 22:24:00,2023-04-29 23:24:00,On Time,2020-05-07,2022-10-18
FL00423,AA3360,AC0008,SYI,HZP,2023-02-14 07:07:00,2023-02-14 10:07:00,2023-02-14 07:07:00,2023-02-14 10:07:00,On Time,2021-11-26,2022-06-15
FL00424,AA8094,AC0027,PFA,EEF,2023-11-23 23:29:00,2023-11-24 09:29:00,2023-11-23 23:29:00,2023-11-24 09:29:00,Delayed,2020-01-31,2022-01-17
FL00425,BA9533,AC0035,VRJ,UPD,2023-10-13 05:23:00,2023-10-13 15:23:00,2023-10-13 05:23:00,2023-10-13 15:23:00,Delayed,2022-07-24,2022-10-11
FL00426,UA971,AC0029,GIS,YLS,2023-02-07 22:07:00,2023-02-08 09:07:00,2023-02-07 22:07:00,2023-02-08 09:07:00,On Time,2021-06-09,2022-12-05
FL00427,UA8432,AC0018,LTH,CZS,2023-05-05 17:13:00,2023-05-06 03:13:00,2023-05-05 17:13:00,2023-05-06 03:13:00,On Time,2020-11-01,2022-06-14
FL00428,BA4030,AC0041,AJF,XIL,2023-03-19 12:55:00,2023-03-19 19:55:00,2023-03-19 12:55:00,2023-03-19 19:55:00,Delayed,2022-10-20,2022-10-07
FL00429,BA1110,AC0024,MZY,JMW,2023-10-28 18:19:00,2023-10-29 00:19:00,2023-10-28 18:19:00,2023-10-29 00:19:00,Delayed,2020-09-04,2022-04-03
FL00430,AA5841,AC0043,UPD,UIA,2023-05-27 18:42:00,2023-05-28 02:42:00,2023-05-27 18:42:00,2023-05-28 02:42:00,Delayed,2020-07-14,2022-04-03
FL00431,UA6113,AC0048,AJF,MKO,2023-12-17 14:40:00,2023-12-17 16:40:00,2023-12-17 14:40:00,2023-12-17 16:40:00,On Time,2020-11-21,2022-06-30
FL00432,AA7456,AC0001,BRC,PFA,2023-11-05 06:52:00,2023-11-05 18:52:00,2023-11-05 06:52:00,2023-11-05 18:52:00,On Time,2021-01-25,2022-06-01
FL00433,BA7763,AC0029,EGA,EPT,2023-09-28 17:26:00,2023-09-28 19:26:00,2023-09-28 17:26:00,2023-09-28 19:26:00,Delayed,2022-11-23,2022-08-21
FL00434,LH6522,AC0011,BMW,YWA,2023-07-08 00:45:00,2023-07-08 06:45:00,2023-07-08 00:45:00,2023-07-08 06:45:00,Delayed,2021-07-05,2022-04-12
FL00435,UA4881,AC0046,MKO,NRQ,2023-03-25 03:33:00,2023-03-25 05:33:00,2023-03-25 03:33:00,2023-03-25 05:33:00,Delayed,2021-03-01,2022-06-11
FL00436,UA9838,AC0043,EGA,WTQ,2023-01-01 10:04:00,2023-01-01 19:04:00,2023-01-01 10:04:00,2023-01-01 19:04:00,On Time,2021-09-25,2022-10-23
FL00437,BA170,AC0011,INO,FJK,2023-05-14 19:24:00,2023-05-15 03:24:00,2023-05-14 19:24:00,2023-05-15 03:24:00,On Time,2022-04-23,2022-06-21
FL00438,LH9698,AC0002,JMW,EGA,2023-07-06 07:44:00,2023-07-06 13:44:00,2023-07-06 07:44:00,2023-07-06 13:44:00,Delayed,2021-04-16,2022-08-27
FL00439,LH7632,AC0020,DZJ,AGZ,2023-01-02 19:30:00,2023-01-03 05:30:00,2023-01-02 19:30:00,2023-01-03 05:30:00,On Time,2021-07-26,2022-03-23
FL00440,LH2923,AC0016,JEE,BMW,2023-02-13 09:21:00,2023-02-13 19:21:00,2023-02-13 09:21:00,2023-02-13 19:21:00,Delayed,2020-11-03,2022-04-14
FL00441,UA641,AC0028,XYK,INO,2023-03-19 01:57:00,2023-03-19 05:57:00,2023-03-19 01:57:00,2023-03-19 05:57:00,Delayed,2020-02-10,2022-03-11
FL00442,AA3540,AC0036,PFA,LTH,2023-08-27 21:34:00,2023-08-28 02:34:00,2023-08-27 21:34:00,2023-08-28 02:34:00,Delayed,2021-08-16,2022-03-16
FL00443,DL2872,AC0015,IPW,MCQ,2023-07-14 12:49:00,2023-07-14 21:49:00,2023-07-14 12:49:00,2023-07-14 21:49:00,On Time,2021-05-21,2022-11-25
FL00444,AA2372,AC0040,EPT,WUE,2023-09-03 14:21:00,2023-09-03 21:21:00,2023-09-03 14:21:00,2023-09-03 21:21:00,Delayed,2021-10-17,2022-04-14
FL00445,BA3314,AC0040,TJS,VXN,2023-01-09 20:32:00,2023-01-10 06:32:00,,,Cancelled,2020-04-14,2022-03-15
FL00446,LH9606,AC0028,MCQ,NAN,2023-08-18 22:22:00,2023-08-19 00:22:00,2023-08-18 22:22:00,2023-08-19 00:22:00,Delayed,2021-10-22,2022-03-05
FL00447,AA2044,AC0036,YWA,WTQ,2023-04-20 16:45:00,2023-04-20 20:45:00,2023-04-20 16:45:00,2023-04-20 20:45:00,Delayed,2020-05-05,2022-11-04
FL00448,UA3401,AC0002,ZBQ,EPT,2023-08-16 04:17:00,2023-08-16 13:17:00,2023-08-16 04:17:00,2023-08-16 13:17:00,On Time,2022-06-30,2022-06-20
FL00449,AA2847,AC0047,NRQ,LTH,2023-04-03 06:10:00,2023-04-03 15:10:00,2023-04-03 06:10:00,2023-04-03 15:10:00,On Time,2021-02-19,2022-12-30
FL00450,UA5658,AC0030,FJK,TJS,2023-10-21 01:37:00,2023-10-21 10:37:00,2023-10-21 01:37:00,2023-10-21 10:37:00,On Time,2021-12-03,2022-07-04
FL00451,BA2975,AC0016,FWE,MZY,2023-02-24 06:16:00,2023-02-24 07:16:00,,,Cancelled,2021-10-15,2022-09-21
FL00452,DL1235,AC0012,FWE,YXX,2023-12-13 09:57:00,2023-12-13 16:57:00,2023-12-13 09:57:00,2023-12-13 16:57:00,On Time,2022-12-24,2022-10-25
FL00453,LH6754,AC0010,LTH,EXJ,2023-01-09 04:56:00,2023-01-09 14:56:00,2023-01-09 04:56:00,2023-01-09 14:56:00,On Time,2021-02-16,2022-05-29
FL00454,UA5618,AC0046,HZP,AJF,2023-08-20 00:03:00,2023-08-20 08:03:00,2023-08-20 00:03:00,2023-08-20 08:03:00,On Time,2021-11-15,2022-09-03
FL00455,BA1229,AC0030,NPC,SYI,2023-02-21 19:41:00,2023-02-22 07:41:00,2023-02-21 19:41:00,2023-02-22 07:41:00,On Time,2021-06-27,2022-05-30
FL00456,UA7018,AC0043,NPC,UIA,2023-07-05 13:46:00,2023-07-05 15:46:00,2023-07-05 13:46:00,2023-07-05 15:46:00,On Time,2020-11-22,2022-06-08
FL00457,LH5363,AC0022,BMW,EGA,2023-10-13 09:12:00,2023-10-13 11:12:00,2023-10-13 09:12:00,2023-10-13 11:12:00,Delayed,2020-07-28,2022-01-10
FL00458,BA3347,AC0035,BRC,VRJ,2023-08-06 06:48:00,2023-08-06 09:48:00,2023-08-06 06:48:00,2023-08-06 09:48:00,Delayed,2021-02-08,2022-05-17
