reservation_id,ticket_number,passenger_id,channel_id,promotion_id,fare_basis_id,flight_id,booking_date,departure_date,booking_class,seat_number,promotion_amount,tax_amount,operational_fees,cancellation_fees,fare_price,final_price,is_cancelled,cancellation_reason,cancellation_date,created_at,updated_at
RS008006,TK967943434,PA008465,2,,FB0037,FL00312,2022-10-05 00:45:36,2023-04-09 09:46:16,Y,49D,0.0,28.45,30.2,0.0,284.49,343.14,False,,,2022-01-22 09:21:27,2022-08-04 07:18:42
RS008007,TK262987067,PA004319,1,,FB0018,FL00997,2022-06-21 03:53:24,2023-06-18 17:54:46,Y,18E,0.0,28.45,12.65,56.9,284.49,325.59,True,Found better price,2023-11-06 17:40:24,2022-08-07 10:54:46,2022-04-10 03:07:58
RS008008,TK157166214,PA002246,1,PR0010,FB0048,FL00479,2022-09-02 21:27:31,2023-10-01 10:31:24,Y,44A,40.71,28.45,32.43,56.9,284.49,304.66,True,Personal reasons,2023-09-22 04:24:48,2022-11-03 03:23:10,2022-05-21 17:55:52
RS008009,TK666070480,PA005838,2,,FB0048,FL00330,2022-02-12 18:21:22,2023-01-25 22:40:26,Y,11E,0.0,28.45,24.33,0.0,284.49,337.27,False,,,2022-07-11 17:28:03,2022-04-08 11:34:20
RS008010,TK444802234,PA007388,2,,FB0001,FL00586,2022-03-19 07:00:19,2023-02-23 14:07:01,Y,1A,0.0,28.45,45.55,0.0,284.49,358.49,False,,,2022-03-23 22:11:58,2022-02-04 00:49:23
RS008011,TK855913471,PA008577,2,,FB0016,FL00772,2022-05-21 12:51:27,2023-12-21 09:44:08,Y,44A,0.0,28.45,39.39,0.0,284.49,352.33,False,,,2022-03-16 18:28:04,2022-03-01 08:43:21
RS008012,TK504432506,PA007802,2,,FB0042,FL00956,2022-11-09 08:56:59,2023-08-17 00:19:10,Y,49F,0.0,28.45,26.16,0.0,284.49,339.1,False,,,2022-01-13 05:34:42,2022-03-12 09:17:22
RS008013,TK318715890,PA009337,1,PR0009,FB0035,FL00750,2022-10-27 05:21:57,2023-12-21 07:39:10,Y,2A,83.46,28.45,13.03,0.0,284.49,242.51,False,,,2022-10-27 21:10:24,2022-08-18 18:41:38
RS008014,TK943020748,PA008020,2,,FB0025,FL00575,2022-05-02 15:24:09,2023-12-12 22:35:53,Y,2A,0.0,28.45,21.24,0.0,284.49,334.18,False,,,2022-09-16 03:24:26,2022-06-19 07:01:18
RS008015,TK131398190,PA002821,1,,FB0026,FL00869,2022-09-28 11:46:59,2023-01-15 00:23:58,Y,49E,0.0,28.45,25.92,0.0,284.49,338.86,False,,,2022-05-21 01:32:38,2022-10-27 09:11:44
RS008016,TK653375204,PA009101,1,,FB0033,FL00531,2022-09-22 11:40:54,2023-09-15 06:53:37,Y,14D,0.0,28.45,35.0,0.0,284.49,347.94,False,,,2022-01-30 21:41:20,2022-08-03 15:13:07
RS008017,TK861581765,PA001277,1,,FB0035,FL00783,2022-10-10 10:37:00,2023-06-06 02:27:43,Y,47F,0.0,28.45,49.88,0.0,284.49,362.82,False,,,2022-09-06 01:11:04,2022-03-24 22:56:48
RS008018,TK978626521,PA005995,1,,FB0005,FL00722,2022-01-01 22:49:47,2023-12-10 22:50:57,Y,39C,0.0,28.45,15.31,0.0,284.49,328.25,False,,,2022-08-27 12:45:10,2022-12-08 01:08:11
RS008019,TK850786575,PA005069,1,PR0012,FB0025,FL00180,2022-07-20 00:30:32,2023-05-20 16:31:50,Y,18B,74.42,28.45,23.45,0.0,284.49,261.96999999999997,False,,,2022-04-22 01:12:01,2022-04-07 14:51:37
RS008020,TK216948022,PA003245,1,,FB0029,FL00450,2022-03-14 01:05:10,2023-03-08 04:11:57,Y,18A,0.0,28.45,40.98,0.0,284.49,353.92,False,,,2022-05-27 03:18:27,2022-01-18 23:29:36
RS008021,TK920031858,PA006417,2,,FB0040,FL00062,2022-03-03 12:35:37,2023-02-07 15:52:09,Y,22F,0.0,28.45,11.12,0.0,284.49,324.06,False,,,2022-01-09 11:54:37,2022-12-14 02:27:38
RS008022,TK593009387,PA002170,2,,FB0022,FL00653,2022-02-17 02:19:13,2023-03-20 02:27:42,Y,17C,0.0,28.45,34.07,0.0,284.49,347.01,False,,,2022-07-21 00:12:59,2022-09-20 02:31:22
RS008023,TK303769996,PA005585,1,PR0002,FB0012,FL00951,2022-06-01 15:03:54,2023-05-07 14:29:39,Y,50B,51.99,28.45,40.32,0.0,284.49,301.27,False,,,2022-01-17 03:59:13,2022-01-31 10:02:47
RS008024,TK617093774,PA006314,2,,FB0038,FL00120,2022-03-31 01:39:40,2023-07-12 17:37:37,Y,46F,0.0,28.45,27.04,0.0,284.49,339.98,False,,,2022-02-24 01:29:35,2022-05-22 03:01:51
RS008025,TK363188387,PA000775,2,,FB0003,FL00525,2022-04-07 14:17:58,2023-01-19 12:11:05,Y,12F,0.0,28.45,30.86,0.0,284.49,343.8,False,,,2022-10-23 23:31:00,2022-09-27 09:51:25
RS008026,TK446344625,PA004741,2,,FB0025,FL00182,2022-10-08 03:41:35,2023-03-08 11:52:55,Y,7D,0.0,28.45,26.92,0.0,284.49,339.86,False,,,2022-12-19 01:46:18,2022-09-21 07:57:24
RS008027,TK946775175,PA002856,2,,FB0021,FL00969,2022-07-31 08:50:29,2023-12-24 02:43:22,Y,38E,0.0,28.45,41.03,0.0,284.49,353.97,False,,,2022-04-06 17:31:28,2022-11-03 17:09:14
RS008028,TK802899194,PA004566,1,PR0015,FB0036,FL00474,2022-05-23 22:09:40,2023-05-28 15:33:46,Y,26B,66.17,28.45,41.89,0.0,284.49,288.65999999999997,False,,,2022-12-15 06:44:27,2022-01-08 03:47:17
RS008029,TK590959715,PA002064,1,,FB0029,FL00452,2022-08-07 07:03:58,2023-05-10 13:57:33,Y,20B,0.0,28.45,11.46,0.0,284.49,324.4,False,,,2022-06-26 19:52:06,2022-07-21 22:54:01
RS008030,TK674735608,PA009621,2,PR0005,FB0037,FL00420,2022-01-01 08:37:54,2023-01-22 04:45:30,Y,16D,83.07,28.45,32.41,0.0,284.49,262.28000000000003,False,,,2022-09-29 03:59:53,2022-03-07 14:43:02
RS008031,TK280101378,PA006125,2,,FB0036,FL00157,2022-08-05 18:18:26,2023-08-12 20:00:32,Y,2A,0.0,28.45,36.54,0.0,284.49,349.48,False,,,2022-09-30 07:33:18,2022-08-21 18:11:42
RS008032,TK469661699,PA003398,2,,FB0020,FL00358,2022-08-31 18:43:05,2023-02-28 02:50:51,Y,29B,0.0,28.45,40.27,56.9,284.49,353.21,True,Personal reasons,2023-06-17 03:28:03,2022-07-16 19:20:06,2022-08-30 11:33:35
RS008033,TK402547070,PA002115,1,PR0003,FB0050,FL00437,2022-01-18 08:50:01,2023-06-18 21:49:02,Y,29A,43.9,28.45,44.66,0.0,284.49,313.70000000000005,False,,,2022-12-23 13:54:41,2022-09-06 05:28:37
RS008034,TK557493649,PA001542,2,,FB0031,FL00967,2022-06-04 20:22:00,2023-05-17 03:58:42,Y,38F,0.0,28.45,24.32,0.0,284.49,337.26,False,,,2022-09-12 23:42:55,2022-11-23 07:00:29
RS008035,TK619314242,PA004665,2,PR0004,FB0028,FL00408,2022-07-17 13:49:20,2023-06-19 07:47:24,Y,1E,72.94,28.45,23.96,0.0,284.49,263.96,False,,,2022-09-22 05:38:00,2022-11-29 17:19:49
RS008036,TK273062042,PA000185,2,,FB0041,FL00785,2022-04-22 04:19:26,2023-05-30 15:49:47,Y,37E,0.0,28.45,42.38,0.0,284.49,355.32,False,,,2022-09-21 07:22:19,2022-12-30 03:26:03
RS008037,TK133576647,PA009955,2,PR0018,FB0015,FL00258,2022-07-31 08:22:58,2023-11-27 01:35:09,Y,42C,22.93,28.45,35.04,0.0,284.49,325.05,False,,,2022-09-14 20:08:16,2022-09-16 13:05:36
RS008038,TK330206383,PA003360,2,,FB0046,FL00261,2022-04-12 09:26:23,2023-02-13 16:19:56,Y,2C,0.0,28.45,33.73,0.0,284.49,346.67,False,,,2022-03-25 16:12:15,2022-12-07 19:16:28
RS008039,TK952982901,PA001765,2,,FB0043,FL00892,2022-12-23 17:16:33,2023-12-03 10:56:36,Y,22C,0.0,28.45,30.05,0.0,284.49,342.99,False,,,2022-01-19 15:08:40,2022-10-16 19:48:50
RS008040,TK508868432,PA003721,2,PR0017,FB0008,FL00842,2022-07-20 02:23:47,2023-03-17 07:02:18,Y,41A,55.32,28.45,45.06,0.0,284.49,302.68,False,,,2022-07-23 04:43:43,2022-08-31 08:39:40
RS008041,TK218205946,PA004081,1,PR0002,FB0044,FL00431,2022-02-08 02:32:48,2023-12-14 22:53:42,Y,1B,94.69,28.45,22.52,0.0,284.49,240.76999999999998,False,,,2022-10-09 08:20:27,2022-04-10 05:29:35
RS008042,TK526516379,PA000661,1,,FB0029,FL00271,2022-11-05 19:06:44,2023-02-14 00:48:23,Y,47D,0.0,28.45,43.65,0.0,284.49,356.59,False,,,2022-02-06 17:55:47,2022-05-27 01:43:00
RS008043,TK473433615,PA006638,1,PR0014,FB0014,FL00856,2022-12-28 12:39:21,2023-02-05 17:21:39,Y,47A,41.83,28.45,11.41,0.0,284.49,282.52000000000004,False,,,2022-09-02 22:52:32,2022-02-19 12:32:26
RS008044,TK506988538,PA001475,2,,FB0024,FL00168,2022-07-09 19:54:04,2023-06-19 07:42:21,Y,4D,0.0,28.45,32.45,0.0,284.49,345.39,False,,,2022-05-01 19:43:47,2022-08-19 16:36:58
RS008045,TK146707355,PA001359,2,PR0013,FB0045,FL00020,2022-08-27 05:42:43,2023-10-07 02:43:07,Y,40F,75.82,28.45,47.17,0.0,284.49,284.29,False,,,2022-12-01 01:54:35,2022-05-22 23:45:05
RS008046,TK289587605,PA003551,2,,FB0006,FL00722,2022-11-04 07:46:03,2023-09-21 05:19:20,Y,47F,0.0,28.45,17.86,0.0,284.49,330.8,False,,,2022-06-09 06:38:12,2022-07-23 06:37:43
RS008047,TK545653487,PA004945,2,,FB0006,FL00747,2022-04-28 16:14:03,2023-07-06 03:01:23,Y,48D,0.0,28.45,39.89,0.0,284.49,352.83,False,,,2022-05-03 12:42:48,2022-05-20 11:37:16
RS008048,TK416300293,PA008915,1,,FB0009,FL00827,2022-08-23 08:13:20,2023-09-19 16:04:05,Y,19B,0.0,28.45,16.75,0.0,284.49,329.69,False,,,2022-10-30 20:37:57,2022-04-28 09:41:46
RS008049,TK621671260,PA009388,2,,FB0003,FL00085,2022-08-09 22:36:48,2023-11-25 13:48:59,Y,32C,0.0,28.45,14.96,0.0,284.49,327.9,False,,,2022-11-11 14:02:05,2022-07-14 13:18:18
RS008050,TK277344334,PA009269,1,,FB0011,FL00913,2022-09-15 15:16:49,2023-09-04 02:58:35,Y,12F,0.0,28.45,44.94,0.0,284.49,357.88,False,,,2022-03-27 12:55:29,2022-06-29 13:04:15
RS008051,TK251932384,PA006870,1,,FB0028,FL00574,2022-12-19 22:36:21,2023-01-27 22:24:41,Y,34C,0.0,28.45,27.54,56.9,284.49,340.48,True,Personal reasons,2023-04-27 04:21:21,2022-06-27 08:34:32,2022-10-20 08:56:43
RS008052,TK643994328,PA005647,2,,FB0028,FL00186,2022-04-19 13:35:30,2023-02-01 13:53:07,Y,10E,0.0,28.45,26.21,0.0,284.49,339.15,False,,,2022-03-27 05:41:13,2022-10-02 10:26:42
RS008053,TK182195740,PA007341,2,PR0009,FB0031,FL00412,2022-11-30 09:12:11,2023-03-14 18:31:11,Y,29F,44.99,28.45,30.08,0.0,284.49,298.03,False,,,2022-02-27 04:00:40,2022-11-04 06:02:12
RS008054,TK792844946,PA001919,2,,FB0003,FL00152,2022-12-27 21:46:25,2023-03-23 20:20:04,Y,42F,0.0,28.45,34.91,0.0,284.49,347.85,False,,,2022-09-24 11:36:37,2022-09-07 06:25:11
RS008055,TK634191725,PA008846,2,,FB0015,FL00295,2022-06-20 00:26:29,2023-07-07 04:30:28,Y,9A,0.0,28.45,31.26,0.0,284.49,344.2,False,,,2022-07-27 22:10:41,2022-12-04 08:03:48
RS008056,TK126996611,PA002348,1,PR0003,FB0050,FL00518,2022-06-21 23:23:17,2023-10-19 23:54:40,Y,21F,21.61,28.45,11.77,0.0,284.49,303.09999999999997,False,,,2022-10-23 15:28:55,2022-04-07 08:11:05
RS008057,TK737694544,PA005431,1,PR0020,FB0044,FL00874,2022-09-18 01:06:43,2023-10-11 23:04:10,Y,48D,89.77,28.45,19.2,0.0,284.49,242.37,False,,,2022-03-20 22:36:32,2022-06-10 10:30:07
RS008058,TK111517957,PA009049,2,PR0018,FB0023,FL00342,2022-05-18 12:10:12,2023-08-10 05:30:59,Y,1B,45.61,28.45,28.59,0.0,284.49,295.91999999999996,False,,,2022-07-18 03:25:38,2022-03-14 13:21:47
RS008059,TK744290793,PA006969,1,,FB0006,FL00085,2022-07-25 12:32:28,2023-04-29 18:43:09,Y,22C,0.0,28.45,49.79,0.0,284.49,362.73,False,,,2022-05-02 02:19:29,2022-09-28 23:06:23
RS008060,TK110676925,PA009574,2,,FB0011,FL00544,2022-11-06 03:30:52,2023-06-07 03:41:14,Y,33B,0.0,28.45,46.4,0.0,284.49,359.34,False,,,2022-01-16 21:43:23,2022-08-22 09:08:28
RS008061,TK371556245,PA003014,2,PR0015,FB0011,FL00702,2022-09-11 18:44:28,2023-01-18 15:11:24,Y,2E,68.98,28.45,20.52,0.0,284.49,264.47999999999996,False,,,2022-07-18 06:20:22,2022-01-11 16:58:16
RS008062,TK767223789,PA002933,2,PR0020,FB0001,FL00435,2022-11-12 16:14:49,2023-04-05 08:45:58,Y,9F,12.76,28.45,33.45,0.0,284.49,333.63,False,,,2022-12-18 18:57:06,2022-06-25 14:29:21
RS008063,TK306870955,PA007481,1,PR0009,FB0013,FL00298,2022-01-24 04:34:37,2023-07-14 21:56:44,Y,7E,28.5,28.45,11.19,0.0,284.49,295.63,False,,,2022-01-30 00:18:12,2022-08-12 15:21:19
RS008064,TK885754104,PA006279,2,PR0020,FB0029,FL00195,2022-07-10 12:58:12,2023-06-13 17:51:13,Y,43A,31.74,28.45,20.73,0.0,284.49,301.93,False,,,2022-04-12 16:19:35,2022-04-25 11:14:49
RS008065,TK247877683,PA006058,1,,FB0030,FL00564,2022-11-03 11:37:54,2023-04-06 15:30:42,Y,36C,0.0,28.45,39.1,0.0,284.49,352.04,False,,,2022-07-18 13:40:21,2022-06-03 15:43:40
RS008066,TK344536328,PA001252,2,PR0010,FB0031,FL00391,2022-06-22 23:10:19,2023-08-05 13:54:25,Y,21E,75.14,28.45,32.98,0.0,284.49,270.78000000000003,False,,,2022-02-28 17:02:09,2022-04-10 13:58:08
RS008067,TK844166526,PA009312,1,,FB0005,FL00617,2022-06-30 19:49:24,2023-05-11 10:14:42,Y,29E,0.0,28.45,11.32,0.0,284.49,324.26,False,,,2022-08-24 01:54:03,2022-09-21 09:30:08
RS008068,TK815267972,PA008264,2,,FB0048,FL00136,2022-11-18 22:20:53,2023-10-20 16:07:12,Y,9E,0.0,28.45,32.86,0.0,284.49,345.8,False,,,2022-11-02 19:10:58,2022-08-17 08:30:43
RS008069,TK934153782,PA006623,1,PR0004,FB0047,FL00978,2022-11-03 06:23:29,2023-08-04 19:33:30,Y,38D,10.37,28.45,49.1,0.0,284.49,351.67,False,,,2022-02-23 18:29:54,2022-09-22 03:46:32
RS008070,TK731996173,PA004467,2,,FB0033,FL00506,2022-03-18 11:18:36,2023-03-03 19:54:50,Y,18C,0.0,28.45,32.92,0.0,284.49,345.86,False,,,2022-08-06 00:03:53,2022-10-01 01:09:06
RS008071,TK735508180,PA004765,1,PR0010,FB0013,FL00143,2022-12-01 20:53:07,2023-08-02 00:43:19,Y,21E,79.09,28.45,11.48,0.0,284.49,245.33,False,,,2022-11-11 21:02:01,2022-10-07 18:00:33
RS008072,TK627048439,PA003871,1,,FB0022,FL00347,2022-04-28 09:49:50,2023-02-25 05:49:47,Y,10A,0.0,28.45,49.14,0.0,284.49,362.08,False,,,2022-02-01 17:41:00,2022-06-06 12:11:27
RS008073,TK248109175,PA005391,1,PR0007,FB0033,FL00957,2022-09-12 05:01:52,2023-05-09 06:55:34,Y,35E,94.3,28.45,40.58,0.0,284.49,259.21999999999997,False,,,2022-05-02 22:43:00,2022-10-13 05:34:42
RS008074,TK770701554,PA003659,2,,FB0029,FL00108,2022-09-28 14:32:15,2023-03-06 18:29:47,Y,15D,0.0,28.45,33.57,0.0,284.49,346.51,False,,,2022-02-27 20:58:30,2022-08-17 03:35:38
RS008075,TK199351370,PA007904,1,,FB0050,FL00422,2022-02-27 22:26:32,2023-02-01 01:58:53,Y,17E,0.0,28.45,11.86,0.0,284.49,324.8,False,,,2022-02-02 18:23:30,2022-11-20 09:40:47
RS008076,TK773786821,PA006573,2,PR0008,FB0039,FL00144,2022-03-16 20:20:56,2023-10-11 18:56:59,Y,9D,26.82,28.45,34.92,0.0,284.49,321.04,False,,,2022-12-08 04:47:01,2022-10-19 18:16:27
RS008077,TK668954634,PA000699,2,,FB0009,FL00186,2022-07-04 15:47:24,2023-05-16 20:12:44,Y,46A,0.0,28.45,31.84,0.0,284.49,344.78,False,,,2022-01-21 00:51:16,2022-06-11 16:23:56
RS008078,TK682630521,PA007471,2,PR0012,FB0048,FL00443,2022-02-27 20:10:47,2023-05-14 06:18:45,Y,45B,89.51,28.45,16.49,0.0,284.49,239.92000000000002,False,,,2022-11-21 08:31:14,2022-05-10 15:54:35
RS008079,TK921888855,PA002527,2,PR0013,FB0041,FL00837,2022-03-06 04:38:42,2023-08-03 20:09:35,Y,14B,19.35,28.45,27.24,0.0,284.49,320.83,False,,,2022-05-17 23:52:52,2022-09-25 15:09:20
RS008080,TK471602081,PA000041,1,,FB0026,FL00886,2022-09-25 01:36:55,2023-09-25 03:23:50,Y,36B,0.0,28.45,48.0,0.0,284.49,360.94,False,,,2022-10-23 10:12:49,2022-04-08 14:46:20
RS008081,TK780331938,PA008016,1,,FB0008,FL00929,2022-06-23 21:19:38,2023-08-04 19:03:16,Y,35E,0.0,28.45,36.62,0.0,284.49,349.56,False,,,2022-05-15 04:25:24,2022-08-01 18:55:56
RS008082,TK179638931,PA007962,1,,FB0043,FL00562,2022-03-14 02:43:46,2023-07-08 02:39:17,Y,30C,0.0,28.45,15.59,0.0,284.49,328.53,False,,,2022-06-09 16:21:21,2022-09-12 17:56:24
RS008083,TK114163993,PA007451,1,,FB0040,FL00465,2022-10-05 07:57:56,2023-10-12 12:52:16,Y,27A,0.0,28.45,23.18,0.0,284.49,336.12,False,,,2022-07-01 14:29:10,2022-06-27 06:44:16
RS008084,TK579474020,PA005930,1,,FB0034,FL00686,2022-07-02 11:08:31,2023-06-05 07:44:13,Y,47E,0.0,28.45,33.42,0.0,284.49,346.36,False,,,2022-06-06 21:04:09,2022-10-21 04:00:06
RS008085,TK531845504,PA002085,2,PR0007,FB0044,FL00075,2022-07-08 05:08:45,2023-06-12 11:13:22,Y,31C,75.01,28.45,22.29,0.0,284.49,260.22,False,,,2022-11-29 21:48:34,2022-09-04 14:00:10
RS008086,TK104789586,PA001848,2,,FB0044,FL00819,2022-04-04 02:56:30,2023-01-17 04:46:59,Y,42C,0.0,28.45,32.12,0.0,284.49,345.06,False,,,2022-09-30 17:02:44,2022-09-13 04:07:06
RS008087,TK223478722,PA000631,2,,FB0019,FL00526,2022-09-26 04:02:22,2023-10-04 13:17:24,Y,22C,0.0,28.45,44.21,0.0,284.49,357.15,False,,,2022-02-02 11:06:33,2022-06-04 04:17:05
RS008088,TK594061987,PA004983,1,,FB0027,FL00573,2022-06-27 19:13:31,2023-08-05 00:05:14,Y,4D,0.0,28.45,32.06,0.0,284.49,345.0,False,,,2022-02-24 14:22:46,2022-06-30 04:17:50
RS008089,TK693535807,PA002227,2,,FB0001,FL00774,2022-11-14 12:03:03,2023-08-31 05:15:42,Y,15A,0.0,28.45,30.64,0.0,284.49,343.58,False,,,2022-09-01 11:17:25,2022-09-24 09:30:59
RS008090,TK115036015,PA000367,1,,FB0043,FL00442,2022-03-13 23:02:24,2023-10-27 18:06:56,Y,3C,0.0,28.45,10.26,0.0,284.49,323.2,False,,,2022-04-25 05:19:27,2022-01-10 18:33:57
RS008091,TK913908906,PA003545,2,PR0008,FB0031,FL00252,2022-06-24 11:48:36,2023-03-16 12:47:30,Y,42B,68.24,28.45,13.28,56.9,284.49,257.97999999999996,True,Found better price,2023-02-23 09:08:42,2022-07-17 05:20:11,2022-01-01 07:31:50
RS008092,TK910148007,PA000758,1,PR0005,FB0002,FL00434,2022-09-06 13:06:42,2023-09-21 04:55:53,Y,50E,27.18,28.45,27.7,56.9,284.49,313.46,True,Found better price,2023-09-19 02:33:35,2022-10-05 02:08:45,2022-05-17 07:37:52
RS008093,TK663340131,PA004616,2,PR0016,FB0032,FL00273,2022-10-25 09:56:19,2023-08-26 10:24:37,Y,26D,20.34,28.45,44.87,0.0,284.49,337.47,False,,,2022-05-17 19:05:27,2022-01-14 15:30:19
RS008094,TK333700943,PA002420,2,,FB0016,FL00722,2022-08-09 14:13:17,2023-03-24 10:21:49,Y,27C,0.0,28.45,43.48,0.0,284.49,356.42,False,,,2022-01-28 21:19:17,2022-03-26 23:57:23
RS008095,TK714361847,PA003953,2,,FB0033,FL00891,2022-06-17 10:42:09,2023-05-08 19:38:03,Y,29C,0.0,28.45,18.69,0.0,284.49,331.63,False,,,2022-07-08 11:30:12,2022-05-05 01:12:52
RS008096,TK274779553,PA001158,2,,FB0026,FL00907,2022-07-05 18:53:29,2023-08-13 05:42:04,Y,46E,0.0,28.45,30.17,0.0,284.49,343.11,False,,,2022-08-19 18:11:25,2022-06-15 19:41:27
RS008097,TK545879459,PA009588,1,,FB0050,FL00791,2022-09-06 01:23:48,2023-08-22 13:22:12,Y,3F,0.0,28.45,48.18,0.0,284.49,361.12,False,,,2022-02-12 12:57:59,2022-01-15 14:48:07
RS008098,TK401309974,PA008336,1,PR0008,FB0022,FL00838,2022-03-24 02:47:14,2023-05-30 20:07:45,Y,40B,33.67,28.45,38.34,0.0,284.49,317.60999999999996,False,,,2022-03-27 16:44:14,2022-02-20 09:35:51
RS008099,TK140291418,PA007727,2,,FB0015,FL00496,2022-05-31 03:39:06,2023-04-25 00:18:12,Y,3C,0.0,28.45,41.11,0.0,284.49,354.05,False,,,2022-12-19 14:50:07,2022-09-18 08:50:38
RS008100,TK162407345,PA004404,2,,FB0044,FL00658,2022-06-12 07:07:23,2023-11-22 13:42:51,Y,18C,0.0,28.45,42.87,0.0,284.49,355.81,False,,,2022-06-16 16:35:00,2022-12-21 04:51:10
RS008101,TK831060241,PA008409,2,PR0005,FB0023,FL00886,2022-01-30 16:20:06,2023-01-22 20:56:20,Y,40E,16.12,28.45,26.55,0.0,284.49,323.37,False,,,2022-07-06 19:58:20,2022-12-28 19:48:14
RS008102,TK634378465,PA007726,2,,FB0038,FL00191,2022-01-12 09:15:40,2023-05-16 10:51:16,Y,36C,0.0,28.45,15.16,0.0,284.49,328.1,False,,,2022-06-05 04:58:49,2022-05-24 15:25:42
RS008103,TK166905097,PA007080,1,PR0016,FB0041,FL00956,2022-11-04 15:28:25,2023-11-05 22:51:09,Y,45C,36.95,28.45,15.19,0.0,284.49,291.18,False,,,2022-04-26 05:13:22,2022-05-14 09:43:10
RS008104,TK214484443,PA008020,1,,FB0012,FL00905,2022-11-25 05:27:46,2023-07-25 23:11:23,Y,42F,0.0,28.45,31.25,0.0,284.49,344.19,False,,,2022-11-26 18:38:02,2022-07-21 04:01:53
RS008105,TK236546853,PA006409,1,PR0007,FB0021,FL00551,2022-12-29 23:33:32,2023-07-24 21:37:49,Y,24E,21.29,28.45,11.37,0.0,284.49,303.02,False,,,2022-01-12 17:42:12,2022-10-17 03:35:03
RS008106,TK347004472,PA009591,2,,FB0029,FL00312,2022-04-06 01:36:31,2023-09-28 04:14:24,Y,13D,0.0,28.45,27.43,0.0,284.49,340.37,False,,,2022-10-21 15:51:38,2022-02-12 06:51:34
RS008107,TK602920059,PA002807,2,,FB0044,FL00447,2022-07-12 08:34:31,2023-05-23 22:47:01,Y,43C,0.0,28.45,47.41,0.0,284.49,360.35,False,,,2022-04-11 13:26:40,2022-03-14 01:30:25
RS008108,TK889748422,PA009453,2,PR0013,FB0038,FL00456,2022-12-05 18:15:24,2023-08-25 05:38:02,Y,17A,76.07,28.45,35.56,0.0,284.49,272.43,False,,,2022-02-06 06:16:50,2022-11-06 14:45:58
RS008109,TK681156524,PA000741,1,,FB0015,FL00481,2022-03-29 16:33:13,2023-02-02 17:51:05,Y,33E,0.0,28.45,48.37,56.9,284.49,361.31,True,Schedule change,2023-11-16 09:09:17,2022-03-16 19:42:15,2022-11-08 00:27:21
RS008110,TK667586654,PA002275,2,,FB0049,FL00176,2022-08-31 17:53:27,2023-05-02 15:55:16,Y,48C,0.0,28.45,21.53,0.0,284.49,334.47,False,,,2022-08-30 13:15:53,2022-05-22 14:43:37
RS008111,TK173405479,PA006019,1,PR0018,FB0046,FL00165,2022-12-18 17:16:55,2023-10-11 16:45:53,Y,25F,90.47,28.45,46.43,0.0,284.49,268.9,False,,,2022-10-11 21:17:42,2022-07-01 22:37:55
RS008112,TK752337149,PA002081,1,,FB0027,FL00676,2022-03-16 08:16:31,2023-04-08 01:07:50,Y,11A,0.0,28.45,34.71,0.0,284.49,347.65,False,,,2022-04-25 10:29:03,2022-03-07 17:44:13
RS008113,TK879756325,PA000615,2,PR0011,FB0050,FL00518,2022-04-07 00:10:18,2023-05-16 01:23:11,Y,16D,97.3,28.45,35.85,56.9,284.49,251.49,True,Schedule change,2023-09-16 21:40:29,2022-07-19 23:00:37,2022-08-01 01:09:56
RS008114,TK857497629,PA006447,2,,FB0007,FL00525,2022-02-07 11:17:43,2023-12-15 17:22:31,Y,50E,0.0,28.45,15.33,56.9,284.49,328.27,True,Found better price,2023-07-23 03:08:03,2022-10-05 15:13:04,2022-04-22 22:43:21
RS008115,TK781092854,PA006498,2,PR0014,FB0031,FL00227,2022-03-20 00:27:12,2023-05-31 13:00:10,Y,11E,29.67,28.45,47.02,0.0,284.49,330.28999999999996,False,,,2022-02-09 03:08:41,2022-10-29 06:45:28
RS008116,TK244971651,PA006900,2,,FB0019,FL00066,2022-06-01 09:09:39,2023-12-14 16:53:03,Y,41D,0.0,28.45,44.24,0.0,284.49,357.18,False,,,2022-09-07 02:31:18,2022-05-22 15:55:49
RS008117,TK261498941,PA009961,1,,FB0028,FL00629,2022-01-01 12:27:36,2023-08-22 04:37:31,Y,35A,0.0,28.45,22.36,0.0,284.49,335.3,False,,,2022-04-24 18:21:34,2022-06-06 11:49:54
RS008118,TK222884612,PA002773,2,,FB0016,FL00265,2022-03-06 06:20:57,2023-01-14 21:43:14,Y,40B,0.0,28.45,11.18,0.0,284.49,324.12,False,,,2022-07-26 07:59:58,2022-06-27 20:08:49
RS008119,TK823256089,PA005536,1,,FB0003,FL00901,2022-11-19 19:12:43,2023-06-29 00:03:57,Y,25B,0.0,28.45,40.77,0.0,284.49,353.71,False,,,2022-07-02 01:41:05,2022-07-26 09:17:00
RS008120,TK368405122,PA004253,1,,FB0013,FL00797,2022-06-05 11:01:55,2023-09-04 15:53:51,Y,40D,0.0,28.45,42.43,0.0,284.49,355.37,False,,,2022-06-05 04:42:36,2022-02-23 07:13:48
RS008121,TK927744251,PA001988,2,,FB0009,FL00805,2022-01-19 20:50:22,2023-08-19 12:06:30,Y,19F,0.0,28.45,19.54,0.0,284.49,332.48,False,,,2022-06-04 20:50:06,2022-03-18 23:09:17
RS008122,TK702558812,PA004995,2,,FB0025,FL00059,2022-10-15 08:25:18,2023-08-27 12:07:24,Y,43D,0.0,28.45,15.62,0.0,284.49,328.56,False,,,2022-09-16 09:32:27,2022-12-04 01:47:43
